,0,3,6,9,12,15,18,21
1492,"3,2","1,1","1,6","5,7","6,8","6,9","13,2","11,9"
1493,"5,5","4,5","3,7","4,7","5,8",6,"7,6","5,4"
1494,"3,6","4,5","5,2","5,8","6,2","5,4","6,2",6
1495,"6,4","5,8","5,6","5,3","8,5",10,"3,7","3,5"
1496,7,"5,3","3,5","5,6","9,1","10,4","9,1","7,8"
1497,"8,6","8,6","7,1",8,"8,3","7,9","11,1","10,2"
1498,"4,7","4,4","4,5","7,4","12,3","11,8",8,"8,4"
1499,"5,8","3,6","2,3","6,4","9,2","10,2","10,2",6
1500,"11,4","10,4","8,5","8,8","16,6","19,5",9,"8,2"
1501,"11,6",11,10,"11,6","12,2",13,"17,5","13,3"
1502,"7,4","6,4","5,9","8,1","11,8","12,9","11,7","10,4"
1503,"10,5","9,9","9,8","9,2","10,5","12,8","9,5",8
1504,8,"8,8","9,3","9,4","10,3","9,1","13,3","13,7"
1505,"5,8","5,8","6,4","7,5","8,6","11,2","7,3","7,2"
1506,4,"1,3","-1,7","3,3","5,1","5,4","8,4","8,4"
1507,"3,8","3,4","3,2",4,"5,9",6,"4,5","4,1"
1508,"4,4","4,7","3,9","4,7","6,3","6,6","5,2","4,3"
1509,"6,8","5,5","4,8","5,3","9,2","8,5","5,8",4
1510,"6,1","5,5","5,8","7,2","9,4","8,9","8,6","5,6"
1511,"-1,6","0,4","1,8","5,7","10,2","10,1","6,4","6,7"
1512,"4,1","-0,1","-1,1","3,2","9,1","8,9","7,6","1,7"
1513,"3,1","2,3","2,2","6,2","12,1","12,7","7,9","5,1"
1514,"5,7","6,3","7,4","10,8","13,2","13,7","9,8","6,8"
1515,7,"4,6","-0,1","8,3","17,2","18,3",11,8
1516,"5,4","4,2","2,3","9,2","16,6","18,2","14,6","10,1"
1517,"7,4","6,3","4,8","10,2","14,8","16,1","16,2","10,1"
1518,"11,8","9,9","8,6","10,9","14,5","21,7","13,3","8,9"
1519,"9,7","10,8","7,6","14,2","19,9",19,"17,9","14,7"
1520,"9,3","6,9","3,4","11,2","17,3","19,6","17,9","12,8"
1521,"17,6","15,3","13,6","18,8","21,8","22,3","18,6","10,4"
1522,"12,6","11,5","11,2","17,8","23,6","28,4","25,2","19,9"
1523,"8,4","8,2","6,3","15,2","20,2","22,3","19,8","13,1"
1524,"16,2","9,2","7,5","14,4","18,6","20,4","17,7",11
1525,"13,9","12,3","11,8",18,"24,1",25,"23,9","18,4"
1526,"18,1","17,8","17,1","17,6","20,4","21,6","19,4","16,7"
1527,"17,8","17,2","15,5","19,2","26,1",29,"25,9","18,7"
1528,"13,6",12,"11,1","17,6","25,1",27,"24,5",19
1529,"12,1","10,3","10,6","18,2","23,3","24,3","22,4","15,7"
1530,"8,4","8,1","6,6","13,6","18,9","20,7","18,4","13,4"
1531,"13,7","13,1",12,13,"16,2","18,4","16,3","11,3"
1532,"10,9","9,9","7,7","13,7","19,2","18,7","17,1","14,8"
1533,"15,7","15,7","15,2","15,2","18,8","20,8","18,8","14,1"
1534,"13,9","13,6","14,6","16,4","19,5","18,4","18,2","16,3"
1535,"10,9",11,"10,2","12,9",13,"16,3","15,8",15
1536,"15,9","14,9","14,7","14,6","17,2","21,1","20,3","13,2"
1537,"12,6",12,11,"14,3","20,4","22,2",20,"16,5"
1538,17,"16,6","13,6","16,5","21,4","18,6","18,7","12,8"
1539,"13,4","12,5","12,1","17,4",22,"23,7","21,6","20,1"
